epoch,train_loss,train_acc,val_acc,noiseless_val_acc,final_train_acc,final_val_acc,final_noiseless_val_acc,sensitivity,sens_f,sens_g,err_f,err_g,entropy,lr,depth,d_model,dropout,heads,d_ffn,n_bool,n_bits,bf_bool
157,0.6507038774004408,0.6275875796178344,0.6086261980830671,0.8214856230031949,0.6799363057324841,0.5731829073482428,0.7604832268370607,2.9796,3.484375,3.25,0.37716620162238,0.375811799559,0.9384135495308268,0.000631,3,16,0.05,8,128,7,10,0.18
184,0.6126881602463449,0.6863057324840764,0.685702875399361,0.9911142172523961,0.6926751592356688,0.6667332268370607,0.9239217252396166,2.8425,2.8125,2.8125,0.3155361024000001,0.3155361024000001,0.8748032812236,0.000158,4,32,0.05,2,128,5,10,0.16
46,0.6835718325748565,0.5712579617834395,0.5640974440894568,0.5908546325878594,0.6642117834394905,0.5284544728434505,0.6249001597444089,0.9491,2.875,1.1875,0.4472175,0.42692625,0.979669488089697,0.000251,3,128,0.05,8,128,5,10,0.3
451,0.6857725822242202,0.5654856687898089,0.5630990415335463,0.6477635782747604,0.5692675159235668,0.5594049520766773,0.6364816293929713,1.2787,3.421875,2.609375,0.41023594143377995,0.40219538113774,0.960969735302224,0.003,3,32,0.05,2,64,7,10,0.22
43,0.4022711706199464,0.8751990445859873,0.8709065495207667,1.0,0.8791799363057324,0.8615215654952076,0.9879193290734825,2.951,2.9375,2.9375,0.13047529248046874,0.13047529248046874,0.5485688555117347,0.000631,4,32,0.05,4,256,6,10,0.05
41,0.6897643083220075,0.5804140127388535,0.5762779552715654,0.6569488817891374,0.5531449044585988,0.5501198083067093,0.5860623003194888,0.9983,3.1875,2.6875,0.4021847786,0.3996070054,0.958654854387917,0.005,1,64,0.05,2,64,6,10,0.22
294,0.5249650419517687,0.7714968152866242,0.766673322683706,0.9971046325878594,0.7748805732484076,0.7528953674121406,0.9674520766773163,3.6548,3.640625,3.640625,0.22852363232768003,0.22852363232768003,0.7598726196561065,0.000158,4,128,0.05,2,64,7,10,0.08
118,0.5638498863217177,0.7513933121019108,0.7373202875399361,0.9990015974440895,0.7647292993630573,0.7115615015974441,0.9381988817891374,3.5267,3.5,3.5,0.26354249999999996,0.26354249999999996,0.8151786569265225,0.000398,2,64,0.05,4,128,6,10,0.1
317,0.5805886663069391,0.7227308917197452,0.709564696485623,0.9693490415335463,0.7296974522292994,0.702076677316294,0.9547723642172524,2.8325,2.9375,2.9375,0.28191145246875005,0.28191145246875005,0.8361677544786179,0.000158,4,16,0.05,8,32,6,10,0.13
162,0.46407514877000433,0.8156847133757962,0.8158945686900958,1.0,0.8226512738853503,0.797823482428115,0.9697484025559105,2.736,2.75,2.75,0.18518208460800006,0.18518208460800006,0.6655445807600984,0.000251,2,128,0.05,4,128,6,10,0.08
120,0.6453596076388268,0.634156050955414,0.6108226837060703,0.8083067092651757,0.6894904458598726,0.578973642172524,0.7235423322683706,2.415,3.390625,2.875,0.36760428103662,0.36527489925596,0.9245053054159111,0.000251,3,128,0.05,4,64,7,10,0.18
229,0.08177578575155775,1.0,1.0,1.0,1.0,1.0,1.0,3.5021,3.5,3.5,0.0,0.0,-1.7763568394002505e-15,0.003,3,128,0.05,8,32,7,10,0.0
242,0.6748611201905901,0.5907643312101911,0.5394369009584664,0.634285143769968,0.6240047770700637,0.5271565495207667,0.6337859424920128,2.7502,3.53125,2.359375,0.45603087011328003,0.44829007256704,0.9865351038760029,0.000398,4,16,0.05,2,64,7,10,0.28
238,0.6304133181359358,0.6546576433121019,0.630591054313099,0.821785143769968,0.6916799363057324,0.6023362619808307,0.7511980830670927,2.1671,2.5,1.75,0.3701101056,0.36060512,0.9184032183923243,0.000251,3,32,0.05,8,64,5,10,0.24
490,0.6759230950076109,0.5798168789808917,0.5775758785942492,0.6357827476038339,0.5839968152866242,0.5765774760383386,0.6399760383386581,1.7347,3.5,2.90625,0.39884000000000003,0.395288,0.9530852388210711,0.003,4,32,0.05,4,128,7,10,0.2
114,0.55254822475895,0.7344745222929936,0.7214456869009584,0.9401956869009584,0.7609474522292994,0.6931908945686901,0.8537340255591054,2.7482,2.9375,2.5625,0.2718583216375,0.271334073775,0.795407452024528,0.000631,2,32,0.05,8,128,6,10,0.13
199,0.6149616805231495,0.677547770700637,0.6779153354632588,0.9120407348242812,0.6948646496815286,0.6610423322683706,0.8976637380191693,2.3224,2.625,2.375,0.321987620718,0.32089456465399996,0.8683686290529975,0.000631,1,64,0.05,8,64,6,10,0.18
492,0.6598246910010174,0.6146496815286624,0.6087260383386581,0.7512979233226837,0.6132563694267515,0.6019369009584664,0.7253394568690096,2.1096,3.265625,2.984375,0.36225379570878,0.36127062373394,0.924841600340585,0.003,2,128,0.05,4,128,7,10,0.18
481,0.6770173277065252,0.5855891719745223,0.5648961661341853,0.6032348242811502,0.5869824840764332,0.5621006389776357,0.6055311501597445,1.1258,3.421875,1.890625,0.43879890448134,0.42092586967734,0.9720486973718394,0.001,2,64,0.05,2,256,7,10,0.26
431,0.5538646696479457,0.732484076433121,0.7270367412140575,0.9726437699680511,0.7372611464968153,0.7198482428115016,0.9501797124600639,2.8103,2.875,2.875,0.271406814189875,0.271406814189875,0.8148318131534111,0.000398,1,128,0.05,8,64,6,10,0.13
401,0.5890603932985075,0.7078025477707006,0.6886980830670927,0.9057507987220448,0.7101910828025477,0.6810103833865815,0.8972643769968051,2.9322,3.140625,3.03125,0.2905952376943464,0.29026109399964595,0.841401938913581,0.000158,4,16,0.05,2,128,7,10,0.13
77,0.6582451145740071,0.6210191082802548,0.6209065495207667,0.7586861022364217,0.6554538216560509,0.6059305111821086,0.7475039936102237,1.0973,2.4375,1.4375,0.3983821632,0.3753377856,0.941757750865122,0.000158,4,128,0.05,4,64,5,10,0.28
373,0.5782524035994414,0.7308917197452229,0.7209464856230032,0.9300119808306709,0.7207404458598726,0.7090654952076677,0.8926717252396166,2.2939,2.8125,2.8125,0.27398630078096875,0.27398630078096875,0.825657712774361,0.005,1,128,0.05,8,128,6,10,0.13
22,0.6798680868877727,0.5780254777070064,0.575279552715655,0.7422124600638977,0.5824044585987261,0.5627995207667732,0.661841054313099,1.3148,2.8125,1.3125,0.44162971875,0.42173215625,0.9763666455859958,0.003,1,16,0.05,2,128,6,10,0.3
